id,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,release_date,speechiness,tempo,valence,year,duration-min,popularity
10771,0.433,0.603,0.0825,No,0.328,5,0.121,-26.303,Major,01-01-1957,0.0702,94.734,0.467,1957,6.5,very low
7010,0.394,0.637,0.799,No,0,2,0.0921,-4.519,Major,24-08-2018,0.0338,104.995,0.562,2018,3.8,high
6169,0.787,0.306,0.132,No,0,5,0.57,-19.31,Major,01-01-1994,0.0538,78.46,0.473,1994,3,high
2584,0.0614,0.928,0.341,Yes,0,11,0.162,-10.196,Minor,02-12-2020,0.103,129.966,0.745,2020,2.8,very high
11126,0.96,0.588,0.543,No,0.0737,5,0.0748,-14.886,Major,01-01-1950,0.143,100.27,0.58,1950,3,very low
4786,0.982,0.723,0.154,No,5.55E-06,5,0.106,-7.36,Major,31-12-1948,0.269,113.631,0.605,1948,3.2,very low
14744,0.000111,0.534,0.911,No,0.000406,9,0.078,-2.826,Major,27-09-2005,0.0441,139.02,0.681,2005,3.9,average
12011,0.00957,0.628,0.676,No,2.65E-05,7,0.102,-5.911,Major,22-10-2012,0.0916,85.984,0.75,2012,3.2,high
13241,0.494,0.796,0.555,No,0,7,0.317,-7.295,Minor,30-09-2013,0.0583,114.855,0.889,2013,3.7,high
8351,0.74,0.571,0.281,No,0,5,0.163,-10.56,Major,01-01-2006,0.0475,142.263,0.294,2006,3.9,high
3758,0.146,0.575,0.761,No,0.17,9,0.159,-7.306,Major,01-01-1990,0.0407,114.617,0.74,1990,5.5,average
15708,0.0318,0.752,0.46,Yes,8.58E-05,10,0.156,-12.41,Minor,07-10-1999,0.386,96.82,0.595,1999,3.9,average
6343,0.146,0.506,0.897,No,0.000451,9,0.0868,-4.632,Major,01-01-2016,0.26,188.03,0.525,2016,3.6,high
5415,0.138,0.708,0.305,Yes,3.08E-06,9,0.139,-14.003,Major,01-01-1995,0.817,174.154,0.691,1995,4.3,average
5362,0.63,0.551,0.218,No,0,8,0.0995,-14.991,Major,01-01-1960,0.0402,142.996,0.492,1960,3,very low
5461,0.223,0.71,0.552,No,0.318,9,0.0676,-10.53,Minor,20-08-2002,0.0344,109.584,0.635,2002,5.3,very low
6525,0.104,0.695,0.915,No,0.022,2,0.0359,-5.745,Major,01-01-1984,0.0335,122.032,0.954,1984,3.5,average
14247,0.647,0.576,0.282,No,0,8,0.0378,-19.255,Major,01-11-1968,0.0387,125.927,0.816,1968,2.9,low
14018,0.99,0.706,0.258,No,0.0628,7,0.116,-8.716,Minor,31-12-1947,0.063,135.432,0.66,1947,3,very low
9967,0.0224,0.647,0.69,No,0,6,0.147,-8.657,Minor,01-01-1985,0.0454,117.514,0.682,1985,3.9,average
6378,0.0682,0.655,0.551,No,0,10,0.25,-5.559,Major,01-01-1999,0.0253,77.566,0.711,1999,3,average
12651,0.992,0.843,0.188,No,9.45E-05,5,0.186,-8.655,Major,01-01-1948,0.104,103.275,0.822,1948,3.1,very low
12671,0.971,0.234,0.136,No,0.000136,0,0.107,-16.843,Major,01-01-1931,0.0476,66.926,0.0751,1931,6.1,very low
9873,0.73,0.502,0.536,No,0.757,8,0.115,-10.579,Major,01-01-1958,0.087,131.715,0.854,1958,3.9,low
4418,0.561,0.603,0.36,No,0.0232,10,0.0635,-12.15,Major,01-01-1958,0.0663,80.975,0.499,1958,7.6,very low
13349,0.462,0.384,0.836,No,0.0416,4,0.397,-6.307,Major,01-01-1971,0.07,154.571,0.685,1971,5.1,low
16041,0.834,0.487,0.094,No,0.000224,8,0.172,-19.555,Major,01-01-1978,0.0274,74.857,0.0788,1978,6.6,high
8262,0.0745,0.467,0.835,No,0.000184,7,0.26,-7.084,Major,19-11-1982,0.0642,91.603,0.639,1982,5.2,average
14514,0.191,0.766,0.736,No,0,7,0.186,-5.358,Major,15-04-1960,0.213,137.358,0.899,1960,2.9,very low
9142,0.977,0.235,0.415,No,0.12,4,0.636,-9.77,Major,01-01-1930,0.0485,73.534,0.806,1930,3,very low
7756,0.654,0.657,0.325,No,0,10,0.587,-13.068,Major,31-12-2016,0.0463,120.028,0.264,2016,4.3,low
2959,0.0319,0.499,0.514,No,0.000609,5,0.195,-14.134,Major,01-03-1979,0.0297,87.049,0.475,1979,4,low
3737,0.865,0.673,0.288,No,0.27,5,0.139,-11.404,Minor,01-06-1955,0.046,95.433,0.728,1955,2.7,very low
895,0.945,0.437,0.279,No,0,7,0.904,-23.025,Major,27-07-1953,0.501,179.326,0.445,1953,0.5,very low
1494,0.971,0.422,0.111,No,0.909,3,0.102,-18.475,Minor,01-01-1966,0.0439,101.463,0.152,1966,5.6,low
2042,0.423,0.128,0.157,No,0.865,2,0.374,-19.772,Minor,01-01-1984,0.0335,96.935,0.125,1984,8,average
14972,0.47,0.36,0.652,No,0.00118,5,0.101,-7.552,Major,14-08-1971,0.0443,106.46,0.265,1971,6.3,average
5484,0.935,0.319,0.0561,No,0.00384,0,0.388,-23.023,Major,29-03-2019,0.045,79.764,0.082,2019,4,high
441,0.262,0.301,0.933,No,0.0179,11,0.374,-7.203,Minor,01-10-1972,0.0504,163.725,0.75,1972,4,very low
448,0.856,0.501,0.294,No,0.000329,0,0.122,-12.261,Major,01-01-1956,0.0434,179.767,0.765,1956,3,very low
11045,0.0164,0.484,0.769,No,1.52E-06,2,0.0983,-7.111,Major,02-10-1990,0.0388,87.579,0.538,1990,4.6,low
16055,0.194,0.805,0.858,Yes,7.89E-06,0,0.256,-3.067,Major,17-02-2015,0.105,97.033,0.523,2015,5.4,high
534,0.28,0.723,0.666,No,0,9,0.236,-6.293,Major,31-12-2017,0.138,92.977,0.527,2017,3.9,very low
15103,0.453,0.668,0.26,No,0,7,0.0621,-14.256,Major,10-12-1962,0.0523,119.416,0.368,1962,2.5,high
15831,0.709,0.659,0.63,No,0.00012,4,0.531,-6.148,Major,01-01-1964,0.0318,130.062,0.921,1964,2.5,low
15050,0.96,0.2,0.114,No,0.000235,8,0.143,-14.655,Major,01-01-1942,0.0327,80.574,0.153,1942,3.1,very low
410,0.177,0.532,0.458,No,4.74E-05,2,0.204,-11.686,Major,24-09-1984,0.0268,141.505,0.456,1984,4.7,low
7619,0.163,0.594,0.524,No,0,9,0.282,-12.916,Major,01-01-1988,0.0313,76.686,0.593,1988,4.2,average
9371,0.961,0.256,0.24,No,0.535,9,0.342,-17.484,Minor,01-01-1970,0.0336,141.073,0.1,1970,3.9,low
14519,0.994,0.487,0.298,No,0,6,0.133,-17.141,Major,01-01-1920,0.098,99.989,0.738,1920,3.2,very low
2645,0.0275,0.771,0.896,Yes,0,4,0.204,-5.289,Minor,24-07-2015,0.129,112.505,0.0593,2015,4.9,high
6963,0.381,0.292,0.142,No,0.0877,10,0.0996,-14.852,Major,01-01-1995,0.0327,92.948,0.0385,1995,4.5,low
7621,0.529,0.564,0.138,No,0.91,0,0.11,-23.848,Major,01-01-1975,0.0351,83.123,0.391,1975,4.5,low
5954,0.05,0.361,0.608,No,7.96E-05,9,0.183,-6.757,Minor,13-11-2015,0.098,191.812,0.0789,2015,3.3,high
5416,0.988,0.475,0.445,No,0.0191,6,0.366,-11.115,Major,01-01-1930,0.042,80.644,0.796,1930,3.4,very low
11125,0.621,0.661,0.518,No,1.78E-05,6,0.0953,-10.061,Minor,01-04-1972,0.0319,127.266,0.776,1972,2.8,high
14086,0.91,0.489,0.102,No,4.02E-06,8,0.112,-14.775,Major,15-08-1997,0.0348,92.642,0.23,1997,4.1,average
1655,0.613,0.276,0.168,No,2.84E-05,5,0.355,-16.562,Major,01-01-1962,0.0357,125.843,0.203,1962,3.3,very low
9853,0.995,0.25,0.0584,No,0.00108,7,0.111,-17.13,Major,01-01-1952,0.0441,73.264,0.16,1952,3.5,very low
7023,0.907,0.263,0.239,No,0.000213,7,0.285,-15.505,Major,01-01-1965,0.0346,130.102,0.295,1965,1.8,high
6086,0.932,0.234,0.25,No,0.00019,1,0.158,-12.928,Major,01-01-1948,0.0529,177.617,0.0447,1948,4.6,very low
12607,0.368,0.283,0.424,No,9.04E-06,11,0.316,-14.043,Minor,01-01-1969,0.0383,176.557,0.578,1969,2.9,low
11508,0.00289,0.644,0.548,Yes,0,10,0.0453,-4.936,Minor,25-04-1995,0.349,169.884,0.262,1995,4.8,average
994,0.675,0.469,0.296,No,0.632,8,0.126,-15.655,Major,01-01-1956,0.0407,128.011,0.772,1956,4.4,very low
11499,0.995,0.467,0.413,No,0.0241,11,0.331,-8.435,Major,01-12-1943,0.044,114.122,0.743,1943,3,very low
15880,0.581,0.486,0.439,No,0.0946,0,0.0918,-8.638,Major,01-12-1954,0.0654,150.791,0.946,1954,2.4,very low
2178,0.485,0.562,0.907,No,0.0443,0,0.72,-2.93,Major,06-04-2009,0.0447,118.313,0.765,2009,2.1,very low
4496,0.883,0.799,0.556,No,0.383,0,0.0996,-4.033,Major,01-01-1946,0.0354,106.397,0.696,1946,2.8,very low
10334,0.363,0.562,0.779,No,0.0292,7,0.066,-6.705,Major,20-12-1971,0.0592,119.602,0.967,1971,3,high
9250,0.318,0.215,0.432,No,0.511,1,0.241,-16.804,Minor,01-01-1945,0.0764,88.467,0.0398,1945,4.3,very low
12132,1.04E-06,0.277,0.957,No,0.643,8,0.293,-5.656,Major,05-10-2020,0.107,94.96,0.109,2020,4.1,low
3911,0.261,0.45,0.451,No,0,2,0.0734,-9.219,Major,01-01-1998,0.0299,162.147,0.295,1998,3.7,average
9256,0.121,0.589,0.502,No,0.227,1,0.0519,-14.103,Major,01-01-1977,0.0258,92.837,0.667,1977,3.4,low
16105,0.972,0.61,0.465,No,0.941,7,0.17,-15.084,Minor,01-01-1954,0.0417,102.95,0.912,1954,1,very low
6109,0.814,0.396,0.481,No,0,10,0.136,-8.581,Minor,03-12-1959,0.0422,101.654,0.477,1959,3,low
13963,0.0172,0.497,0.539,No,0,2,0.0903,-10.067,Major,15-10-1992,0.0292,75.451,0.607,1992,3.2,low
8378,0.245,0.381,0.615,No,0,4,0.183,-4.078,Minor,03-12-1972,0.0288,80.343,0.358,1972,3.6,average
9044,0.0039,0.222,0.664,No,0.65,0,0.239,-5.242,Minor,01-01-1995,0.0379,186.044,0.101,1995,4.9,high
2385,3.21E-06,0.409,0.788,No,0.734,7,0.526,-5.209,Minor,26-01-1996,0.0316,146.005,0.324,1996,5.7,average
2460,0.782,0.828,0.207,No,0.000963,7,0.139,-14.76,Major,18-02-2008,0.058,120.414,0.592,2008,3.7,very low
1123,0.0546,0.712,0.598,Yes,0,7,0.154,-5.368,Minor,06-03-2020,0.0388,130.007,0.504,2020,3.5,high
6851,0.34,0.52,0.652,No,5.49E-05,5,0.256,-6.655,Major,23-10-1995,0.0274,80.609,0.722,1995,4.3,high
15096,0.723,0.148,0.26,No,0.907,3,0.154,-20.291,Major,01-01-1985,0.0368,138.371,0.0944,1985,3.8,low
698,4.78E-05,0.586,0.777,No,0.00147,5,0.0729,-6.185,Minor,01-01-1998,0.0303,143.339,0.424,1998,3.7,high
14618,0.895,0.432,0.373,No,0.00344,2,0.122,-9.625,Minor,22-02-1939,0.0388,122.901,0.696,1939,3.2,very low
11222,0.602,0.275,0.276,No,0.00167,9,0.121,-11.395,Major,09-11-2012,0.0321,68.764,0.195,2012,3.8,high
1773,0.991,0.343,0.0342,No,0.92,8,0.1,-25.591,Major,05-03-1998,0.0406,60.228,0.0378,1998,4.5,high
8532,0.935,0.409,0.305,No,0,10,0.136,-11.995,Major,13-11-1942,0.042,77.77,0.383,1942,3.4,very low
11440,0.76,0.75,0.227,No,0.125,0,0.135,-16.255,Major,21-10-2017,0.236,100.163,0.416,2017,2.2,high
14456,0.543,0.645,0.345,No,0.866,0,0.0983,-15.857,Minor,03-05-1982,0.0327,120.272,0.489,1982,8.8,average
3032,0.495,0.632,0.657,No,1.13E-05,2,0.0875,-8.698,Minor,01-01-1985,0.0949,114.997,0.837,1985,3.9,low
5794,0.951,0.305,0.217,No,3.86E-05,9,0.0919,-10.715,Minor,01-08-2018,0.0369,124.679,0.0924,2018,4.3,very low
3120,0.473,0.635,0.599,No,6.16E-05,7,0.061,-15.543,Major,24-11-1986,0.0976,163.993,0.679,1986,3.5,low
959,0.111,0.633,0.842,No,0,7,0.139,-4.642,Major,13-02-1990,0.0262,114.449,0.674,1990,4.6,average
12418,0.0343,0.782,0.605,No,0.000375,8,0.147,-12.514,Major,01-01-1987,0.0393,138.704,0.96,1987,3.5,low
9218,0.966,0.399,0.219,No,0,3,0.0947,-10.077,Major,09-11-1953,0.0368,81.761,0.528,1953,2.2,low
10364,0.0326,0.711,0.594,No,9.15E-06,1,0.114,-5.335,Major,01-01-2007,0.0658,96.001,0.857,2007,3.1,average
9270,0.094,0.786,0.635,Yes,0,8,0.0771,-5.307,Major,09-12-2005,0.321,97.315,0.483,2005,3.4,average
4848,0.216,0.499,0.721,No,9.74E-06,9,0.295,-9.615,Minor,18-10-1999,0.0564,140.4,0.843,1999,3.4,high
13136,0.00177,0.363,0.787,No,0.00446,7,0.531,-5.071,Major,01-01-2006,0.0429,175.919,0.201,2006,4.7,high
6988,0.144,0.614,0.679,No,0,0,0.0639,-10.377,Major,01-01-1969,0.0523,120.686,0.84,1969,2.8,low
9915,0.652,0.48,0.456,No,0.708,7,0.32,-11.767,Major,01-01-1949,0.0336,130.634,0.928,1949,2.8,very low
5543,0.124,0.611,0.681,No,6.55E-05,7,0.199,-8.251,Major,12-01-1983,0.0376,129.746,0.56,1983,3.5,average
4315,0.0461,0.85,0.527,No,0.481,4,0.454,-14.764,Minor,09-09-1981,0.0784,122.032,0.957,1981,6.5,low
715,0.0751,0.919,0.515,No,0,10,0.0556,-14.289,Minor,29-05-1989,0.247,102.841,0.91,1989,4.5,low
7731,0.437,0.395,0.33,No,0.675,6,0.0581,-13.399,Minor,01-01-1993,0.0301,128.434,0.303,1993,3.9,low
5384,0.00158,0.539,0.831,No,0.364,7,0.552,-10.709,Major,31-07-1990,0.0438,124.82,0.593,1990,4.5,low
7153,0.0204,0.573,0.856,Yes,4.93E-05,9,0.179,-4.807,Major,01-01-2003,0.371,139.317,0.515,2003,4,average
5471,0.991,0.789,0.335,No,0.00858,5,0.189,-8.478,Major,31-12-1947,0.0948,101.549,0.847,1947,3.5,very low
178,0.193,0.681,0.623,No,2.98E-06,9,0.0873,-10.322,Minor,19-07-2019,0.0324,99.482,0.812,2019,3.8,very low
1601,0.804,0.44,0.196,No,8.95E-06,2,0.179,-17.375,Major,17-06-1969,0.0272,85.776,0.333,1969,2.8,average
1176,0.000816,0.604,0.948,No,0.00714,7,0.0446,-3.093,Major,01-01-2006,0.0595,115.132,0.861,2006,3.6,high
654,0.00382,0.904,0.672,Yes,3.00E-06,1,0.138,-6.544,Major,01-07-2020,0.197,139.984,0.398,2020,3,high
8514,0.199,0.63,0.928,No,0.124,9,0.148,-2.787,Minor,29-04-2016,0.0331,123.963,0.465,2016,3.7,high
7617,0.0006,0.605,0.846,No,0.886,2,0.0526,-7.755,Major,01-12-1972,0.0337,124.247,0.952,1972,2.9,average
3133,0.507,0.322,0.615,No,0.819,11,0.0677,-10.774,Major,17-10-2005,0.0427,167.95,0.0361,2005,5,average
15480,0.672,0.745,0.406,No,0,10,0.0384,-5.78,Major,20-02-2004,0.0523,98.953,0.965,2004,3.1,average
11232,0.408,0.504,0.808,No,0,11,0.316,-7.25,Major,30-08-1965,0.0584,123.866,0.653,1965,5.9,average
1026,0.243,0.265,0.312,No,0,7,0.0893,-11.689,Major,08-12-2017,0.0569,54.747,0.0998,2017,4.5,high
10611,0.896,0.274,0.0637,No,0.00105,8,0.818,-23.926,Major,01-01-1993,0.0446,173.515,0.124,1993,4.5,average
12562,0.25,0.322,0.529,No,0.00015,9,0.181,-13.676,Minor,06-06-1987,0.0326,124.62,0.358,1987,4.4,low
9098,0.000401,0.283,0.84,No,0.00159,7,0.205,-9.625,Major,21-11-1975,0.0824,145.275,0.293,1975,3.5,low
8054,0.572,0.735,0.716,No,0.715,3,0.115,-11.404,Major,01-01-1979,0.0411,128.471,0.961,1979,3,low
9790,0.179,0.814,0.527,Yes,0.000512,9,0.0767,-7.001,Minor,31-05-2019,0.328,170.063,0.54,2019,2.6,high
217,0.206,0.729,0.465,No,8.43E-06,8,0.0546,-14.402,Major,21-11-1985,0.0297,103.282,0.746,1985,2.3,average
10792,0.564,0.455,0.358,No,0,0,0.0377,-10.183,Major,01-01-1949,0.0459,166.86,0.827,1949,1.9,very low
8895,0.0183,0.612,0.921,No,0,7,0.0576,-2.879,Major,13-02-2015,0.0848,139.986,0.453,2015,3.4,high
12244,0.0132,0.76,0.67,Yes,5.94E-05,1,0.113,-4.891,Major,01-01-2003,0.126,177.927,0.145,2003,5.7,average
5486,0.0126,0.764,0.567,Yes,9.51E-05,0,0.257,-8.585,Major,27-09-2013,0.0609,89.988,0.428,2013,3.3,high
14870,0.00233,0.652,0.597,No,0.718,9,0.407,-8.841,Major,21-09-1999,0.0319,125.995,0.186,1999,5.8,average
1053,0.96,0.419,0.157,No,0.581,1,0.0869,-16.158,Minor,01-01-1997,0.0467,129.619,0.287,1997,6.7,average
15333,0.405,0.321,0.697,No,0.000155,1,0.0721,-6.266,Minor,23-09-1997,0.057,146.161,0.234,1997,5.1,average
2685,0.873,0.533,0.251,No,0.104,7,0.134,-11.283,Minor,08-04-2013,0.0372,77.503,0.186,2013,3.7,high
3261,0.991,0.58,0.114,No,0.881,9,0.185,-17.996,Major,24-02-1951,0.0483,117.924,0.73,1951,3.7,very low
1828,0.17,0.679,0.329,No,0,5,0.0943,-12.475,Major,01-09-1985,0.0539,144.595,0.566,1985,4.1,average
11817,0.0292,0.685,0.731,Yes,0,10,0.369,-5.503,Minor,26-02-2016,0.414,145.245,0.266,2016,4.1,high
15200,0.962,0.202,0.17,No,0.0066,3,0.205,-12.296,Major,01-01-1985,0.0382,79.025,0.0682,1985,4.7,average
3319,0.0493,0.549,0.756,No,0.891,5,0.142,-10.01,Major,01-01-1995,0.0277,151.004,0.783,1995,3.7,low
15271,0.482,0.501,0.439,No,0.000117,3,0.087,-7.521,Minor,16-06-1995,0.0313,138.377,0.145,1995,6.8,high
5470,0.322,0.629,0.177,No,0,9,0.153,-20.474,Minor,01-01-1926,0.94,171.581,0.268,1926,2.1,very low
12780,0.974,0.75,0.372,No,0.000202,0,0.123,-10.485,Major,01-01-1932,0.0527,108.007,0.717,1932,2.9,very low
10430,0.418,0.546,0.487,No,0,5,0.0817,-10.228,Major,01-10-1960,0.0356,121.435,0.8,1960,2.3,very low
545,0.755,0.524,0.261,No,0.00105,2,0.144,-13.868,Major,01-02-1982,0.0272,73.36,0.201,1982,3.5,high
12381,0.405,0.418,0.24,No,7.71E-05,7,0.0781,-10.78,Major,01-01-2002,0.0337,154.431,0.202,2002,3.7,average
13951,0.000216,0.348,0.896,Yes,0.0173,4,0.168,-7.63,Minor,09-05-2006,0.0397,132.577,0.572,2006,5.6,average
8723,0.0639,0.266,0.553,No,0.00471,9,0.0834,-8.362,Minor,16-06-1986,0.0347,194.557,0.298,1986,3.6,average
8516,0.68,0.339,0.218,No,0.000374,2,0.0871,-15.88,Minor,01-01-1975,0.0356,99.77,0.0691,1975,5.2,average
6564,0.631,0.387,0.484,No,0.385,9,0.0818,-8.399,Major,05-12-1969,0.0309,169.451,0.644,1969,4.7,low
11820,0.00637,0.35,0.956,No,2.79E-06,9,0.353,-6.289,Minor,19-06-2020,0.117,109.804,0.214,2020,3.3,very low
10931,0.689,0.612,0.741,No,9.59E-05,5,0.0556,-5.993,Minor,01-01-1987,0.0363,92.254,0.948,1987,6.5,average
4020,0.671,0.229,0.303,No,5.66E-05,6,0.321,-8.39,Major,01-01-2009,0.0284,93.006,0.187,2009,3.4,average
9710,0.163,0.793,0.698,No,0.145,11,0.0745,-3.626,Major,23-05-2003,0.104,130.017,0.339,2003,4.8,high
7755,0.625,0.416,0.597,No,0.147,5,0.31,-13.959,Major,15-09-1988,0.0336,123.772,0.813,1988,2.7,average
14713,0.225,0.307,0.41,No,0,7,0.202,-15.143,Major,01-07-1976,0.0346,150.075,0.315,1976,3.3,low
6646,0.0488,0.677,0.586,No,0.000223,11,0.266,-8.656,Minor,15-01-1981,0.0333,98.094,0.877,1981,3.8,low
11603,0.211,0.627,0.669,No,2.72E-06,0,0.111,-9.985,Major,27-04-1994,0.0412,94.029,0.498,1994,4.1,high
11327,0.531,0.434,0.44,No,0.867,4,0.0716,-19.617,Minor,15-06-1967,0.0639,89.682,0.194,1967,2.8,low
3608,0.125,0.755,0.882,Yes,0.00142,10,0.103,-1.957,Minor,22-01-2021,0.0532,99.984,0.606,2021,3.2,very low
13295,0.704,0.336,0.677,No,0.00197,5,0.11,-11.963,Major,01-01-1967,0.0548,103.035,0.315,1967,2.5,low
4346,0.359,0.507,0.512,No,1.17E-06,9,0.149,-10.755,Minor,10-02-1973,0.0318,128.569,0.782,1973,3.3,low
11552,0.162,0.578,0.537,No,0,9,0.076,-8.676,Major,16-03-2018,0.0832,83.909,0.25,2018,3.4,high
12520,0.748,0.545,0.524,No,7.82E-05,10,0.0674,-6.911,Minor,01-01-1974,0.0284,95.182,0.647,1974,4.7,low
12886,0.0094,0.582,0.397,No,0.561,1,0.101,-10.205,Major,22-03-2016,0.0639,117.887,0.345,2016,7.1,very low
11502,0.152,0.467,0.553,No,0.683,6,0.291,-9.692,Minor,07-07-2018,0.1,144.943,0.39,2018,2,high
3034,0.995,0.818,0.0551,No,0.849,7,0.115,-20.825,Major,16-09-1927,0.111,119.361,0.869,1927,2.9,very low
10303,0.0095,0.592,0.877,No,0.000171,2,0.131,-4.05,Minor,10-07-2012,0.0502,117.106,0.712,2012,4,high
9352,0.722,0.482,0.324,No,0,7,0.174,-10.424,Major,15-09-1972,0.0292,126.857,0.547,1972,3.6,average
2605,0.582,0.746,0.391,No,0,5,0.091,-11.485,Major,01-01-1947,0.0398,131.385,0.895,1947,2.2,very low
5228,0.174,0.485,0.643,No,0.00294,0,0.966,-8.956,Major,04-02-1977,0.0422,127.759,0.343,1977,4.1,low
13353,0.616,0.598,0.386,No,0.00903,5,0.111,-16.039,Minor,29-08-2020,0.343,183.973,0.204,2020,4.1,high
1219,0.671,0.499,0.0928,No,0.557,7,0.185,-16.868,Major,01-01-1972,0.0405,119.739,0.192,1972,3.5,low
4148,0.208,0.749,0.463,Yes,0.0371,11,0.337,-8.433,Major,07-11-2019,0.0828,90.028,0.19,2019,3.8,very high
2680,0.00455,0.398,0.686,No,0.0234,9,0.301,-12.142,Minor,10-11-1975,0.0418,158.32,0.694,1975,4.3,average
7490,0.767,0.548,0.738,No,0.00079,7,0.815,-8.222,Major,01-01-1979,0.043,107.99,0.713,1979,5.4,low
11459,0.764,0.471,0.139,No,1.11E-05,2,0.0791,-11.212,Major,19-12-1991,0.0375,122.69,0.396,1991,3.6,low
10773,0.182,0.752,0.566,Yes,0,1,0.666,-6.677,Minor,01-01-2000,0.162,74.869,0.727,2000,3.9,average
7681,0.809,0.213,0.033,No,0.000217,10,0.107,-20.566,Major,08-09-1987,0.0406,94.452,0.112,1987,1.8,low
7211,0.498,0.207,0.906,No,2.29E-05,9,0.165,-8.201,Major,01-01-1981,0.0654,185.602,0.442,1981,4.2,low
6025,6.27E-05,0.251,0.981,No,0.729,10,0.219,-7.282,Minor,01-01-2002,0.118,99.338,0.275,2002,6.3,average
16159,0.857,0.266,0.287,No,0.00898,6,0.105,-10.34,Major,09-11-1998,0.0333,99.148,0.15,1998,4.1,average
10228,0.00209,0,0.861,No,0,11,0.2,-5.77,Minor,21-09-2012,0,0,0,2012,0.2,very low
3717,0.554,0.509,0.326,No,0.00212,10,0.0853,-16.653,Major,01-01-1977,0.0372,179.916,0.892,1977,3.8,low
5548,0.495,0.362,0.139,No,0.892,8,0.0958,-18.24,Major,01-01-1970,0.0336,141.323,0.0623,1970,3.6,low
14302,0.729,0.225,0.143,No,0.732,0,0.112,-17.825,Major,04-05-2002,0.041,119.261,0.036,2002,7.2,average
8426,0.202,0.747,0.692,No,3.39E-05,1,0.0698,-8.956,Minor,29-10-2002,0.0474,118.698,0.904,2002,3.3,average
11798,0.177,0.754,0.854,Yes,0,5,0.0808,-3.449,Minor,16-11-2018,0.0608,75.002,0.8,2018,3.8,high
4004,0.825,0.508,0.19,No,0.105,4,0.376,-11.858,Minor,10-05-1988,0.0293,84.278,0.379,1988,2.5,average
6808,0.354,0.828,0.808,No,0,1,0.122,-8.437,Major,01-12-1963,0.0366,113.295,0.97,1963,2.5,low
11676,0.753,0.249,0.538,No,0.109,7,0.342,-8.791,Major,01-01-1963,0.0524,72.457,0.451,1963,2.9,very low
7801,0.604,0.641,0.489,No,0.000177,9,0.214,-9.096,Major,01-01-2002,0.0718,83.697,0.725,2002,4.1,high
14903,0.305,0.598,0.584,No,0.000138,2,0.986,-11.214,Major,13-07-1992,0.0305,122.591,0.479,1992,4.4,low
7307,0.481,0.548,0.564,No,6.69E-06,9,0.0417,-10.662,Major,30-06-1963,0.0313,141.498,0.587,1963,2.8,very low
15157,0.319,0.481,0.843,No,4.30E-06,11,0.045,-5.683,Major,14-09-1999,0.081,78.809,0.423,1999,3.7,low
2463,0.987,0.294,0.0733,No,0.0173,4,0.549,-22.882,Minor,01-01-1930,0.0533,75.337,0.0795,1930,3.8,very low
15770,0.0173,0.754,0.571,No,0,2,0.3,-8.547,Major,03-12-1965,0.0421,122.463,0.82,1965,2.5,high
10480,0.431,0.491,0.442,No,1.19E-06,9,0.116,-9.551,Major,01-10-1996,0.026,154.686,0.352,1996,3.5,low
1043,0.00269,0.644,0.829,No,0.00447,8,0.0794,-4.399,Major,25-02-1980,0.0512,115.883,0.461,1980,3.9,average
8077,0.415,0.611,0.553,No,0,0,0.497,-6.681,Major,10-11-2017,0.0328,84.996,0.573,2017,2.7,high
10595,0.57,0.327,0.221,No,0,6,0.119,-17.427,Major,18-09-1961,0.0363,97.725,0.22,1961,2.7,very low
6618,0.689,0.707,0.493,No,2.30E-05,1,0.0556,-13.187,Major,16-05-1984,0.05,96.536,0.925,1984,4.4,low
2836,0.022,0.91,0.444,Yes,0,1,0.137,-8.126,Minor,27-10-2017,0.344,149.953,0.53,2017,4.6,high
3382,0.995,0.407,0.0718,No,0.914,7,0.0971,-21.438,Major,01-01-1946,0.0422,122.662,0.154,1946,3.4,very low
16160,0.0234,0.776,0.693,No,0.00177,7,0.0322,-2.528,Major,01-01-2003,0.0314,102.996,0.635,2003,3.4,high
11885,0.981,0.49,0.0389,No,0.932,8,0.126,-28.804,Major,01-01-1959,0.05,112.312,0.0882,1959,2.8,very low
14025,0.259,0.656,0.768,No,4.16E-06,11,0.0944,-4.949,Minor,01-01-1992,0.0593,95.067,0.507,1992,4.3,average
206,0.995,0.501,0.082,No,0.807,3,0.108,-17.623,Major,01-12-1946,0.151,72.62,0.689,1946,2.9,very low
11166,0.00935,0.422,0.878,No,0.332,5,0.201,-4.863,Major,19-02-2002,0.0442,84.044,0.496,2002,2.4,average
4990,0.0902,0.772,0.289,No,0.00158,7,0.0591,-15.144,Major,01-01-1981,0.042,110.686,0.938,1981,2.8,high
13229,0.755,0.153,0.128,No,6.40E-05,5,0.192,-17.657,Major,01-01-1957,0.0398,178.91,0.143,1957,4.9,very low
11236,0.195,0.838,0.723,No,0,5,0.0468,-8.384,Minor,18-06-1996,0.0447,93.302,0.934,1996,4.5,average
11571,0.94,0.686,0.143,No,7.65E-05,0,0.0792,-14.701,Major,31-07-2001,0.042,101.651,0.351,2001,4.8,average
7092,0.00116,0.795,0.926,No,0.291,5,0.0333,-7.182,Major,26-11-2012,0.098,130.011,0.445,2012,6.6,very low
982,0.995,0.362,0.308,No,0.851,3,0.26,-14.835,Major,01-01-1941,0.0461,129.87,0.232,1941,2.4,very low
